,Doctor_Names,Specialization,Experience,Hospital_Name,Area,City,Consultation_Fees,Doctor_recommondations
1485,Dr. Jeena Nair,Dentist,25 ,Noble Hospital,Hadapsar,Pune,300,100 
1486,Dr. Girish Bykod,Dentist,25 ,Noble Hospital,Hadapsar,Pune,200,100 
1487,Dr. Gawande Pushkar,Dentist,22 ,Noble Hospital,Hadapsar,Pune,200,100 
1488,Dr. Nishu Bansal,Dentist,11 ,Clove Dental,Adarsh Nagar,Delhi,500,100 
1489,Dr. Sakshi Sharma,Dentist,18 ,Clove Dental,Model Town 2,Delhi,500,100 
1490,Dr. Sujit Pradhan,Dentist,11 ,Clove Dental,Shivalik,Delhi,500,100 
1491,Dr. Smriti Mehrotra,Dentist,10 ,Clove Dental,Kailash Colony,Delhi,500,100 
1492,Dr. Bhavani Ramesh Nair,Dentist,27 ,Clove Dental,Safdarjung Development Area,Delhi,500,100 
1493,Dr. Manish Kaushik,Dentist,10 ,Clove Dental,Dwarka Sector 7,Delhi,500,88 
1494,Dr. Ruchika Agarwal,Dentist,16 ,Clove Dental,IP Extension,Delhi,500,100 
1495,Dr. Geetika Maan,Dentist,17 ,Clove Dental,Dwarka Sector 5,Delhi,500,100 
1496,Dr. Nitika Bangia,Dentist,16 ,Clove Dental,Paschim Vihar,Delhi,500,100 
1497,Dr. Prerna Beniwal,Dentist,11 ,Clove Dental,Safdarjung Enclave,Delhi,500,100 
1499,Dr. Syed Siddique Hussain,,30 ,Practo Care Surgeries,Santosh Nagar,Hyderabad,499,100 
1500,Dr. Sushanth Bachu,,13 ,Practo Care Surgeries,Secunderabad,Hyderabad,499,100 
1501,Dr. N V R Murthy,,24 ,Dr. Murthy Eye Hospital,KPHB,Hyderabad,400,99 
1502,Dr. Indumathy T Ramachandran,,34 ,Apollo Hospitals,Jubilee Hills,Hyderabad,800,100 
1503,Dr. Shikha Fogla,,31 ,Apollo Hospitals,Jubilee Hills,Hyderabad,800,100 
1504,Dr. Sivarekha L,,18 ,Xenia Hospital,Ecil,Hyderabad,400,100 
1505,Dr. M Deepika Reddy,,26 ,Avani Laser Eye Hospital,Nagole,Hyderabad,400,98 
1506,Dr. Chandra Shekhar Reddy,,27 ,Avani Laser Eye Hospital,Nagole,Hyderabad,400,100 
1507,Dr. Sree Kumar Reddy,,40 ,Apollo Hospitals,Jubilee Hills,Hyderabad,800,95 
1508,Dr. Rajesh Fogla,,30 ,Apollo Hospitals,Jubilee Hills,Hyderabad,800,95 
1510,Dr. Yogesh D,,22 ,Practo Care Surgeries,Rajarajeshwarinagar,Bangalore,499,100 
1511,Dr. M B Trishala,,33 ,Manipal Hospital,Jayanagar 9 Block,Bangalore,650,100 
1512,Dr. Shalini Shetty,,30 ,Apollo Speciality Hospitals,Jayanagar,Bangalore,630,92 
1513,Dr. Pinto Kiran,,12 ,Samarth Nethralaya,Vijayanagar,Bangalore,500,76 
1514,Dr. Sanghamitra Burman,,24 ,SightYears Eye Clinic,Indiranagar,Bangalore,750,99 
1515,Dr. Sheetal Ballal,,22 ,Manipal Hospitals Old Airport Road,Old Airport Road,Bangalore,900,100 
1516,Dr. Mahabaleswar,,45 ,Apollo Medical Centre,Koramangala 5 Block,Bangalore,700,75 
1517,Dr. Rekha B Patil,,18 ,Fortis Hospital,Cunningham Road,Bangalore,700,100 
1518,Dr. Preeti G Kale,,12 ,Trustwell Hospitals,Sampangiramnagar,Bangalore,800,100 
1519,Dr. Ruchita Falera,,12 ,"Mirlay Eye Care, A Unit Of Dr. Agarwal's Eye Hospital Ltd",Shivaji Nagar,Bangalore,500,100 
1521,Dr. Saumil Sheth,,23 ,Practo Care Surgeries,Jogeshwari West,Mumbai,499,97 
1522,Dr. Sachin V Shah,,24 ,Practo Care Surgeries,Mulund East,Mumbai,799,80 
1523,Dr. Bulchandani Santosh Kumar Kamal,,23 ,Practo Care Surgeries,Bandra West,Mumbai,299,100 
1524,Dr. Pranay Kapadia,,24 ,Practo Care Surgeries,Bandra West,Mumbai,799,100 
1525,Dr. Prachi Parmar,,13 ,Practo Care Surgeries,Ghatkopar,Mumbai,499,100 
1526,Dr. Vishal Maniar,,17 ,Practo Care Surgeries,Dadar West,Mumbai,1000,100 
1527,Dr. P Suresh,,35 ,Fortis Hospital,Mulund West,Mumbai,1200,100 
1528,Dr. Girija Suresh,,24 ,Fortis Hospital,Mulund West,Mumbai,1200,100 
1529,Dr. Rajesh Mishra,,17 ,R AND R EYE CARE HOSPITAL,Matunga East,Mumbai,1500,100 
1530,Dr. Prathmesh Mehta,,16 ,Precision Eye Hospital,Andheri West,Mumbai,650,98 
1532,Dr. J. Arun Kumar,,23 ,Practo Care Surgeries,Ashok Nagar,Chennai,500,80 
1533,Dr. Shanmuga Priya,,13 ,Practo Care Surgeries,Ashok Nagar,Chennai,500,100 
1534,Dr. P.Geetha,,29 ,Apollo Speciality Hospital,Vanagaram,Chennai,800,100 
1535,Dr. P. Kumaravel,,46 ,Kumaran Eye Care,West Mambalam,Chennai,500,100 
1536,Dr. E Ravindra Mohan,,34 ,MGM Healthcare,Anna Nagar,Chennai,1200,100 
1537,Dr. Sherren Raveendran,,19 ,Udhi Eye Hospitals,Alwarpet,Chennai,600,100 
1538,Dr. Raveendran,,39 ,Udhi Eye Hospitals,Alwarpet,Chennai,600,100 
1539,Dr. M. Chockalingam,,25 ,Apollo Hospital,Greams Road,Chennai,1000,100 
1540,Dr. Allen S Raveendran,,9 ,Udhi Eye Hospital LLP,Velachery,Chennai,400,100 
1541,Dr. Srikanth R,,17 ,Leela Eye Clinic,Thiruvanmiyur,Chennai,700,100 
1543,Dr. Vimal Parmar,,20 ,Practo Care Surgeries,MG Road,Pune,499,97 
1544,Dr. Jeevan Kale,,20 ,Practo Care Surgeries,Erandwane,Pune,500,100 
1545,Dr. Akanksha Batra,,13 ,Practo Care Surgeries,Erandwane,Pune,500,100 
1546,Dr. Anand Palimkar,,26 ,Dr Agarwals Eye Hospital,Viman Nagar,Pune,600,96 
1547,Dr. Baban C Dolas,,26 ,Dr Agarwals Eye Hospital,Pimple Saudagar,Pune,500,85 
1548,Dr. Pratibha Patil Chumbale,,18 ,Horizon Hospital,Kharadi,Pune,600,100 
1549,Dr. Ashwini Mahajan,,10 ,Absolute Vision Eye Clinic,Kothrud,Pune,500,95 
1550,Dr. Shilpa Patil,,20 ,Icon Clinic,Pimple Saudagar,Pune,400,98 
1551,Dr. Vijay Parbatani,,23 ,Dr. Parbatani's Eye Laser Centre,Viman Nagar,Pune,500,95 
1552,Dr. Aarati Desai,,18 ,Shriram Eye Care And Polyclinic,Erandwane,Pune,500,100 
1554,Dr. Ankush Mutreja,,15 ,Practo Care Surgeries,Dwarka,Delhi,699,91 
1555,Dr. Lagan Paul Mutreja,,13 ,Practo Care Surgeries,Dwarka,Delhi,500,100 
1556,Dr. Rajat Jain,,16 ,Practo Care Surgeries,Delhi,Delhi,599,89 
1557,Dr. Shweta Jain,,11 ,Practo Care Surgeries,Paschim Vihar,Delhi,499,98 
1558,Dr. Robin Aggarwal,,13 ,Practo Care Surgeries,Panchsheel Park,Delhi,699,100 
1559,Dr. Manik Mittal,,13 ,Practo Care Surgeries,Paschim Vihar,Delhi,699,98 
1560,Dr. Saurabh Singh,,21 ,Practo Care Surgeries,Panchsheel Park,Delhi,699,80 
1561,Dr. Rakesh Mahajan,,37 ,Practo Care Surgeries,Pitampura,Delhi,500,100 
1562,Dr. Ashiwini Seth,,39 ,Apollo Spectra Hospitals,Karol Bagh,Delhi,750,25 
1563,Dr. Lubat Seth,,37 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,2000,100 
1565,Dr. Mohd Ilyas,,15 ,Practo Care Surgeries,Himayat Nagar,Hyderabad,499,91 
1566,Dr. CH. Venkata Pavan Kumar,,18 ,Practo Care Surgeries,Kukatpally,Hyderabad,600,88 
1567,Dr. Talluri Suresh Babu,,18 ,Practo Care Surgeries,Kukatpally,Hyderabad,500,98 
1568,Dr. Yasaswini Hemaeshwara Raju,,13 ,Practo Care Surgeries,Kondapur,Hyderabad,499,91 
1569,Dr. Rajeshwar Kamineni,,25 ,Practo Care Surgeries,Kukatpally,Hyderabad,600,100 
1570,Dr. Kembavi Srinivas,,37 ,Dr Kembavi Srinivas's Mens Clinic,KPHB,Hyderabad,800,96 
1571,Dr. Prashant Hegde,,22 ,Hegde Hospital,Madhapur,Hyderabad,750,96 
1572,Dr. Ramesh Vasudevan,,25 ,Apollo Hospitals,Jubilee Hills,Hyderabad,800,95 
1573,Dr. KVR Prasad,,35 ,Medicover Hospitals,Hitech City,Hyderabad,500,89 
1574,Dr. Pinjala Ramakrishna,,40 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1000,89 
1576,Dr. Venkataramana,,53 ,Practo Hospitals - Neo,Electronics City,Bangalore,700,93 
1577,Dr. Prof. Shiva Kumar,,22 ,Practo Hospitals - Neo,Electronics City,Bangalore,700,74 
1578,Dr. Parameshwara C M,,29 ,Smiles Institute of Gastroenterology,Mathikere - BEL,Bangalore,1000,97 
1579,Dr. Gautham S L,,15 ,Practo Care Surgeries,Arekere,Bangalore,500,99 
1580,Dr. Sujeev,,21 ,Smiles Institute of Gastroenterology,Mathikere - BEL,Bangalore,1000,75 
1581,Dr. Yuvrajsingh,,22 ,Practo Care Surgeries,HAL 2nd Stage,Bangalore,950,100 
1582,Dr. Priyanka Akhilesh Sali,,15 ,Practo Care Surgeries,Indiranagar,Bangalore,699,92 
1583,Dr. Shiva Kumar,,15 ,Trust-In  Hospital,Ramamurthy Nagar,Bangalore,700,95 
1584,Dr. Vikram Belliappa,,22 ,Vydehi Super Speciality Hospital(Mallya Hospital),Ashoknagar,Bangalore,800,100 
1585,Dr. Nanda Rajaneesh,,28 ,Apollo Spectra Hospitals,Koramangala 5 Block,Bangalore,600,84 
1587,Dr. Vishal Diddi,,17 ,Practo Care Surgeries,Andheri West,Mumbai,700,100 
1588,Dr. Jeetendra Jadhav,,23 ,Practo Care Surgeries,Borivali West,Mumbai,799,93 
1589,Dr. Shrikant Badwe,,45 ,BK Kidney and GI Centre,Goregaon West,Mumbai,1500,91 
1590,Dr. Rajshree Murudkar,,26 ,Cloudnine Hospital,Malad West,Mumbai,1000,99 
1591,Dr. Hemant A Patil,,22 ,Fortis Hospital,Mulund West,Mumbai,1300,100 
1592,Dr. Pankaj Maheshwari N,,34 ,Fortis Hospital,Mulund West,Mumbai,2000,89 
1593,Dr. Kiran Shah,,37 ,Apollo Spectra Hospitals,Tardeo,Mumbai,1500,33 
1594,Dr. Gaurav Gupta,,20 ,Fortis Hospital,Mulund West,Mumbai,2000,100 
1595,Dr. Jiten Chowdhry,,30 ,Ruby Hospital - Venture Of Arogyam Hospital,Bhandup West,Mumbai,1000,94 
1596,Dr. Abhijit Joshi,,26 ,Dr L H Hiranandani Hospital,Powai,Mumbai,1100,100 
1598,Dr. M.S.Kalyan Kumar,,15 ,Practo Care Surgeries,Adyar,Chennai,500,98 
1599,Dr. Sujith Kumar,,22 ,Practo Care Surgeries,Chromepet,Chennai,700,88 
1600,Dr. Kamal Raj,,20 ,Practo Care Surgeries,Anna Nagar,Chennai,499,96 
1601,Dr. R Shanmugasundaram,,25 ,SS Urology Centre,Arumbakkam,Chennai,800,98 
1602,Dr. T.S.Chandrasekar,,28 ,Sanjeevani Clinic,Perungudi,Chennai,700,94 
1603,Dr. Deepak Subramanian,,20 ,Chennai Gastro Care,Alwarpet,Chennai,750,96 
1604,Dr. Winston Noronha,,36 ,Apollo Speciality Hospital,Vanagaram,Chennai,800,100 
1605,Dr. A P Subash Kumar,,40 ,Apollo Spectra Hospital,Alwarpet,Chennai,1000,100 
1606,Dr. Mahesh Sundaram,,25 ,Progress Speciality Clinic,Madipakkam,Chennai,500,97 
1607,Dr. Amilthan,,14 ,Dr. Mehta's Hospitals,Chetpet,Chennai,500,98 
1609,Dr. Avishkar Barase,,17 ,Practo Care Surgeries,Wakad,Pune,500,100 
1610,Dr. Shashank Adgudwar,,10 ,Practo Care Surgeries,Baner,Pune,500,100 
1611,Dr. Abhijit A Whatkar,,14 ,Practo Care Surgeries,Kharadi,Pune,700,99 
1612,Dr. Kunal Oswal,,21 ,Paarasmani Hospital,Hadapsar,Pune,700,89 
1613,Dr. Anand  V Ghiya,,27 ,Swastik Hospital & Clinic,Karve Nagar,Pune,400,91 
1614,Dr. Mustafa  Shakir,,23 ,Safe Surgical Center,Undri,Pune,600,100 
1615,Dr. Shrihari Dhorepatil,,42 ,Shree Hospital,Kharadi,Pune,600,77 
1616,Dr. Sandeep Agarwal,,10 ,Atharv Hospital,Camp,Pune,650,64 
1617,Dr. Ajay Devershi,,13 ,Solskin - Professional Dermacare and Surgicare,Kharadi,Pune,600,100 
1618,Dr. Vinod Gore,,24 ,Sahyadri Hospital,Deccan Gymkhana,Pune,900,100 
1620,Dr. Raj Kumar Singh,,10 ,Practo Care Surgeries,Green Park,Delhi,700,98 
1621,Dr. Saurabh Kumar Goyal,,15 ,Practo Care Surgeries,Greater Kailash Part 2,Delhi,799,86 
1622,Dr. Ashish Pitale,,32 ,Yogashish Clinic,Dwarka,Delhi,700,97 
1623,Dr. Ranendra Chaudhry,,53 ,Doctors' Hub,Dwarka Sector 12,Delhi,800,100 
1624,Dr. Saket Goel,,31 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,2000,98 
1625,Dr. Saurabh Bansal,,17 ,The Clinics By Surgeons House,Green Park,Delhi,1000,100 
1626,Dr. Amit Agarwal,,20 ,BLK-Max Super Speciality Hospital,Pusa Road,Delhi,1800,100 
1627,Dr. Jotinder Khanna,,26 ,Apollo Spectra Hospital,Greater Kailash Part 1,Delhi,1000,100 
1628,Dr. Pradeep Chowbey,,48 ,Max Super Speciality Hospital - Saket East Wing,Saket,Delhi,1200,88 
1629,Dr. Sandeep Bhasin,,28 ,Care Well Medical Centre,CR Park,Delhi,1000,90 
1632,Dr. Chetan Raj,Homoeopath,12 ,Dr. Chetan's Homeo Clinics,Begumpet,Hyderabad,51,97 
1633,Dr. Namita Singh   (PhD),,32 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1700,100 
1634,Mr. Srikanth Majjiga,,7 ,HTA Psychological Counseling Center,Quthbullapur,Hyderabad,2000,100 
1635,Dr. Puli Vanaja Reddy,,19 ,Apollo Hospitals,Jubilee Hills,Hyderabad,2000,67 
1636,Mr. B. Lakshman Sharma,,9 ,Dawn Org,Saroor Nagar,Hyderabad,2000,95 
1637,Dr. Venkateshwar Rao Deshineni   (PhD),,21 ,Smart Minds Centre for Positive  Psychology,Nacharam,Hyderabad,2000,100 
1638,Mr. Karthik Madugula,,6 ,Sakar Counselling Centre,Madhapur,Hyderabad,5000,98 
1639,Dr. P. Madhurima Reddy (PhD)   (PhD),,20 ,La Winspire International Training & Solutions LLP,Kokapet,Hyderabad,2500,92 
1640,Ms. Sneha Khelani,,6 ,Retrospect Counselling,Manikonda,Hyderabad,1500,100 
1641,Ms. M B Vishnu Priya,,1 year experience,Hegde Hospital,Madhapur,Hyderabad,1000,100 
1643,Ms. Nitu Tiwary,,13 ,Manipal Hospital Whitefield,Whitefield,Bangalore,1500,93 
1644,Mr. C.R Satish Kumar,,9 ,Manipal Hospitals Old Airport Road,Old Airport Road,Bangalore,2000,85 
1645,Mr. Chetan Manjalekar,,7 ,Asvasana,Sarjapur Road,Bangalore,1200,97 
1646,Ms. Sheetal N Chauhan,,4 ,Mindful TMS Neurocare,Sahakaranagar,Bangalore,1000,100 
1647,Ms. Navya Sree Nambiar,,6 ,Mindful TMS Neurocare ,Whitefield,Bangalore,800,100 
1648,Dr. Rachna Sharma   (PhD),,13 ,The Body Cliinic,Whitefield,Bangalore,2100,93 
1649,Ms. Arunita Biswas,,15 ,Manipal Hospital Varthur Road,Whitefield,Bangalore,1700,73 
1650,Ms. Sucheta Mishra,,6 ,Maarga,Yelahanka,Bangalore,1500,100 
1651,Dr. Aarushi Dewan (Phd)   (PhD),,1 year experience,Maarga,Yelahanka,Bangalore,1500,67 
1652,Mr. Sudarshan Hegde,,12 ,Manospandana,Banashankari 2nd Stage,Bangalore,1999,50 
1654,Dr. Ketan Parmar,,35 ,Dr Ketan Parmar psychiatrist center,Borivali East,Mumbai,1200,77 
1655,Dr. Naazneen Ladak,,17 ,BHN Elder Care,Andheri West,Mumbai,2000,91 
1656,Ms. Kausar S,,25 ,Wellbeing Counselling services,Khar West,Mumbai,2500,88 
1657,Ms. Riddhi Sagar,,10 ,Psychoknowmics Educational And Counseling Services,Vileparle West,Mumbai,1800,97 
1658,Ms. Anushree Lokhande,,9 ,Evolving Together,Kemps Corner,Mumbai,2000,96 
1659,Ms. Nipa Sanghavi,,13 ,Evolve - The Mind Center,Worli,Mumbai,2000,86 
1660,Ms. Mithila Desai,,35 ,Dr Mithila Desai's Power Of Mind Clinic,Borivali West,Mumbai,2850,94 
1661,Ms. Khushboo Jain,,8 ,Seabird Medicare,Andheri East,Mumbai,1800,100 
1662,Dr. Shyam Mithiya,,16 ,Dr. Mithiya's Clinic,Ghatkopar West,Mumbai,1750,96 
1663,Ms. Purvi Palvia,,6 ,Matunga Clinic & Hospital,Matunga,Mumbai,1500,94 
1665,Dr. Hema Karthik   (PhD),,21 ,Nirnay Consulting Services,Anna Nagar,Chennai,1500,94 
1666,Dr. Getsy Solomon   (PhD),,18 ,Jedidiah Counseling,Avadi,Chennai,1000,99 
1667,Dr. Khushali Manikandan   (PhD),,17 ,Gee Ve Polyclinic,Adambakkam,Chennai,1000,89 
1668,Mr. B. Elayaraja,,21 ,Kavithalayaa Counseling Centre,Ambattur,Chennai,2500,97 
1669,Ms. Sangareswari,,5 ,Psychological Care,Tambaram West,Chennai,1200,100 
1670,Mr. Rohit Ramachandran,,5 ,Retract Center,Adyar,Chennai,2000,100 
1671,Mr. Saravanan,,15 ,Tranzend Clinic,Valasaravakkam,Chennai,2000,100 
1672,Dr. Anju Soni   (PhD),,10 ,COOLWITS,Choolai,Chennai,1300,100 
1673,Dr. D.Senthil Kumar,Homoeopath,23 ,Vivekanantha Homeo Clinic & Psychological Counseling Center,Velachery,Chennai,600,95 
1674,Mr. Kumaran .K,,12 ,K Point,Ashok Nagar,Chennai,1000,100 
1677,Ms. Vaishali Girme,,12 ,Sahyadri Hospital,Deccan Gymkhana,Pune,700,67 
1678,Dr. Varsha Choudhari,,12 ,Awakened Living Counseling Center,Sinhagad Road,Pune,1500,91 
1679,Dr. Trupti Siddhesh Gurav,,15 ,Dr. Trupti's Counselling Clinic,Pimpri-Chinchwad,Pune,650,93 
1680,Mr. Sandip Shobha,,16 ,Neogenesis Indica,Pashan,Pune,2000,99 
1681,Ms. Usha Gokhale,,23 ,Usha Gokhale Counselling Clinic,Ambegaon,Pune,1500,100 
1682,Ms. Seema Jathar,,4 ,Sanwad Psychological Counselling Centre,Kothrud,Pune,1500,96 
1683,Mr. Omkar Naik,,8 ,Cinq In,Baner Road,Pune,1500,100 
1684,Dr. Poonam Solanki,Homoeopath,13 ,Deep Homoeopathic Clinic,Hadapsar,Pune,500,99 
1685,Ms. Piyusha Pande,,4 ,Cinq In,Baner Road,Pune,1500,100 
1686,Ms. Shamira Pujani,,18 ,Olive Health Center,Viman Nagar,Pune,2000,100 
1689,Dr. Shailaja Pokhriyal   (PhD),,14 ,BLK-Max Super Speciality Hospital,Pusa Road,Delhi,1600,60 
1690,Mr. Rajpal Kaushik,,19 ,Kaushik Clinic,Janakpuri,Delhi,1500,90 
1691,Dr. (Prof) RK Suri,,39 ,Psychowellness Center,Dwarka,Delhi,4000,96 
1692,Dr. Vikas Khanna,,22 ,Orange Pines Counseling & Hypnosis Center,Rajouri Garden,Delhi,1800,98 
1693,Ms. Mala Vohra Khanna,,8 ,Raj Psychological Services,Shahdara,Delhi,1000,98 
1694,Ms. Neha Gupta,,14 ,AntarMan Healthy mind,Vijaynagar,Delhi,1700,100 
1695,Ms. Ashita Mahendru,,11 ,Mind Healing Clinic,Naraina,Delhi,3200,96 
1696,Ms. Neelima Dhawan,,6 ,The Happy Tree - De-addiction And Mental Health Hospital,Vivek Vihar,Delhi,1000,100 
1697,Dr. Abha Arora,,43 ,Prakashwati   Clinic,Mayur Vihar Ph-III,Delhi,1100,82 
1698,Ms. Aishwarya Kumar,,3 ,Mind Vriksha,CR Park,Delhi,2000,100 
1701,Dr. R. Balaji,,34 ,Medicover Hospitals,Hitech City,Hyderabad,700,97 
1702,Dr. Nithin Annarapu,,17 ,Medicover Hospitals,Hitech City,Hyderabad,500,98 
1703,Dr. Panduranga,,14 ,Shri Siddhi Vinayaka Super Speciality Heart Care Centre,Sun city,Hyderabad,600,99 
1704,Dr. Lanka Krishna,,42 ,Aster Prime Hospital,Ameerpet,Hyderabad,900,94 
1705,Dr. Ravi Kumar Aluri,,25 ,Sreya Cardiology Clinics,Banjara Hills,Hyderabad,750,100 
1706,Dr. Meeraji Rao D,,32 ,Continental Hospitals,Gachibowli,Hyderabad,900,92 
1707,Dr. K.M.K Reddy P,,25 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1000,81 
1708,Dr. K. Sarat Chandra,,41 ,Tx Hospitals,Banjara Hills,Hyderabad,600,91 
1709,Dr. Sunil Kapoor,,41 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1000,71 
1710,Dr. Karunakar Rapolu,,16 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1000,33 
1712,Dr. Srinivas V K,,39 ,Vydehi Super Speciality Hospital(Mallya Hospital),Ashoknagar,Bangalore,800,100 
1713,Dr. Durga Prasad Reddy,,26 ,Vydehi Super Speciality Hospital(Mallya Hospital),Ashoknagar,Bangalore,800,100 
1714,Dr. Shivanand S Patil,,24 ,Fortis Hospital,Bannerghatta Road,Bangalore,900,95 
1715,Dr. Sandesh Prabhu,,18 ,Asian Health Clinic,B Narayanapura,Bangalore,650,99 
1716,Dr. Pradeep Haranahalli,,21 ,Manipal Hospital Whitefield,Whitefield,Bangalore,700,98 
1717,Dr. Prabhakar C Koregol,,24 ,Bengaluru Superspeciality Clinics,Malleswaram,Bangalore,700,97 
1718,Dr. B. Ramesh,,37 ,Apollo Hospital,Bannerghatta Road,Bangalore,1000,98 
1719,Dr. Ramnaresh Soudri,,6 ,Apollo Clinic,HSR Layout,Bangalore,800,97 
1720,Dr. Nataraja Setty,,20 ,Sapphire Heart Care Clinic,JP Nagar 6 Phase,Bangalore,700,99 
1721,Dr. Sreekanth B. Shetty,,26 ,Svasti Heart and Dental Care,HSR Layout,Bangalore,750,97 
1723,Dr. Surinder Hansra,,24 ,Dr. Hansra's Clinic,Kandivali East,Mumbai,1000,95 
1724,Dr. Ashish Agrawal,,20 ,The Heart Clinic,Mulund West,Mumbai,1500,98 
1725,Dr. Patil Amit,,12 ,Apollo Spectra Hospitals,Chembur,Mumbai,1500,88 
1726,Dr. Anup Taksande,,20 ,Wockhardt Hospitals,Mira Road,Mumbai,750,100 
1727,Dr. C. B. Munjewar,,17 ,FirstHeart Cardiac Super Speciality Centre,Ghatkopar,Mumbai,1500,98 
1728,Dr. Suresh Vijan,,32 ,Fortis Hospital,Mulund West,Mumbai,1500,60 
1729,Dr. Hasmukh Ravat,,41 ,Fortis Hospital,Mulund West,Mumbai,1500,75 
1730,Dr. Irfan Khan,,20 ,Dr L H Hiranandani Hospital,Powai,Mumbai,2600,100 
1731,Dr. Harin Vyas,,17 ,Fortis Hospital,Mulund West,Mumbai,2000,100 
1732,Dr. Atul Limaye,,22 ,Fortis Hospital,Mulund West,Mumbai,1500,80 
1735,Dr. Harikrishnan Parthasarathy,,27 ,Apollo Speciality Hospital,Vanagaram,Chennai,800,99 
1736,Dr. Bharath Kumar. G,,17 ,Gleneagles Global Health City,Perumbakkam,Chennai,1000,80 
1737,Dr. G. Manohar,,34 ,Fortis Malar Hospital,Adyar,Chennai,500,100 
1738,Dr. B. Madan Mohan,,30 ,MGM Healthcare,Anna Nagar,Chennai,1200,95 
1739,Dr. Asha Mahilmaran,,33 ,Apollo Hospital,Greams Road,Chennai,800,100 
1740,Dr. Madhu Prabhu Doss,,23 ,Apollo Speciality Hospitals O M R,OMR Road,Chennai,700,100 
1741,Dr. Sandhya S,,14 ,Dr Sandhya Heart & Diabetes Clinic,Anna Nagar,Chennai,500,100 
1742,Dr. Ravi Kumar,,34 ,MGM Healthcare,Anna Nagar,Chennai,1200,100 
1743,Dr. I Sathyamurthy,,51 ,Apollo Spectra Hospital,Alwarpet,Chennai,1000,88 
1744,Dr. Deepesh Venkatraman,,16 ,Apollo Hospital,Greams Road,Chennai,1000,100 
1747,Dr. Abhijeet Palshikar,,26 ,Sahyadri Hospital,Deccan Gymkhana,Pune,750,77 
1748,Dr. Sandeep J Kadam,,16 ,Dr Kadam Heart Clinic and Diagnostic Centre,Baner,Pune,900,96 
1749,Dr. Abhijeet Joshi,,33 ,Joshi Polyclinic Heart Care & Shruti Pathology Lab,Shivajinagar,Pune,1000,99 
1750,Dr. Priya Palimkar,,26 ,Sahyadri Hospital,Nagar Road,Pune,1000,94 
1751,Dr. Manohar Sakhare,,26 ,Yashica Heart Care Centre,Viman Nagar,Pune,1000,96 
1752,Dr. Suryawanshi Satyajeet,,20 ,The Heart Clinic,Aundh,Pune,700,97 
1753,Dr. Kanhaiya Jeswani,,26 ,Divine Care Multispeciality Clinic,Hadapsar,Pune,600,100 
1754,Dr. Abhay Khode,,28 ,Cardio Vision Heart Specialty Clinic,Baner,Pune,800,97 
1755,Dr. Kartik Bhosale,,10 ,Dr Kartik Bhosale's Cardiology Clinic,Wakad,Pune,800,100 
1756,Dr. Bhushan Bari,,20 ,Apollo Clinic,Wanowrie,Pune,800,100 
1758,Dr. Ashish Agarwal,,19 ,Healthy Hearts Clinic,Dwarka,Delhi,800,98 
1759,Dr. Rajesh Madan,,18 ,Aanya Skin Care Cosmetic and Cardio Diabetic Centre,Dwarka,Delhi,700,88 
1760,Dr. Umesh Gupta,,52 ,MP Heart Clinic,Greater Kailash Part 1,Delhi,2000,100 
1761,Dr. Nishith Chandra,,29 ,Fortis Escorts and Heart Institute,Okhla,Delhi,2000,98 
1762,Dr. Aparna Jaswal,,28 ,Fortis Escorts and Heart Institute,Okhla,Delhi,2000,98 
1763,Dr. Naveen Bhamri,,24 ,Max Super Speciality Hospital,Shalimar Bagh,Delhi,1500,97 
1764,Dr. Nityanand Tripathi,,31 ,Fortis Hospital,Shalimar Bagh,Delhi,1500,87 
1765,Dr. Sameer Shrivastava,,37 ,Max Super Speciality Hospital - Saket East Wing,Saket,Delhi,2000,93 
1766,Dr. Pradeep Jain,,40 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,2000,100 
1767,Dr. Rajeev Rathi,,37 ,Max Super Speciality Hospital - Saket East Wing,Saket,Delhi,1200,86 
1770,Dr. Satish Erra,Homoeopath,14 ,Dr. Satish Erra's Homeopathy Clinic,Dilsukhnagar,Hyderabad,500,98 
1771,Dr. G L Sitara,Dermatologist,13 ,Dr Sitara Advanced Skin And Hair Clinic,Madinaguda,Hyderabad,500,97 
1772,Dr. Saguna Puttoo,,20 ,Oliva Skin & Hair Clinic,Jubilee Hills,Hyderabad,600,94 
1773,Dr. Ravindranath Reddy V,,35 ,Clinic 2000,Himayat Nagar,Hyderabad,500,94 
1774,Dr. Neena Kondapally,,15 ,Avah Skin Hair Aesthetics,Gachibowli,Hyderabad,800,88 
1775,Dr. Brahmananda Reddy,Dermatologist,11 ,Vernon Skin Laser Slimming Hair Clinic,Banjara Hills,Hyderabad,800,94 
1776,Dr. Y Nikhil Kumar Reddy,,12 ,IRA Clinic,Suchitra Circle,Hyderabad,500,93 
1777,Dr. Spoorthy Nagineni,Dermatologist,10 ,Ambrosia Clinic,Banjara Hills,Hyderabad,700,99 
